section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 42,42.6.,Single,"Se consideră un graf neorientat cu 10 vârfuri numerotate de la 1 la 10, graf cu proprietatea că există muchie între vârfurile $i$ și $j$ dacă și numai dacă $i$ și $j$ sunt numere prime între ele. Care este suma gradelor vârfurilor acestui graf?",N/A,20,30,32,50,60,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,Răspuns corect: f) 62\\
Varianta 42,42.7.,Single,Numărul maxim de muchii într-un graf neorientat cu $n$ vârfuri și $p$ componente conexe ($p<n$) este:,N/A,$n*p$,$n-p+1$,$((n-p)*(n-p-1))/2$,$C^{2}{ }_{n-p}$,$C^{2}{ }_{n-p+1}$,$C^{2}{ }_{n}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,Răspuns corect: e) $C_{n-p+1}^{2}$\\
Varianta 42,42.8.,Single,"Funcția recursivă suma trebuie definită astfel încât apelul $suma(n)$ să returneze suma pătratelor perfecte mai mici sau egale cu n. Care este expresia cu care trebuie completată definiția funcției?
\begin{verbatim}
Limbajul C++/C
long suma (int i)
{
    if(i==O) return 0;
    int j=sqrt(i);
    return ...;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function suma (i:longint):longint;
var j:longint;
begin
    if i=0 then suma:=0
    else begin
        j:=trunc(sqrt(i)) ;
        suma:= ...;
    end
end;
\end{verbatim}",N/A,j*j+suma(j-1),j*j+suma(j),j*j+suma(j*j-1),j+suma(j*j-1),j+suma(j-1),j*j+suma(j*j),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) \begin{verbatim}
    j*j+suma(j*j-1)
\end{verbatim}\\"
Varianta 42,42.9.,Single,"Valoarea variabilei $n$ la finalul rulării următorului program este?
\begin{verbatim}
Limbajul C++/C
int main()
{
int v[]={0, 1, 2, 3, 4, 5, 0};
int i=0, n=0;
    do{ if (i==v[i]) n++;
        } while(i<6 && v[i++]);
return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var v:array[0..6] of integer=(0, 1, 2, 3, 4, 5,0);
    i,n:integer;
begin
    i:=-1; n:=0;
    repeat
        i:=i+1;
        if i=v[i] then
            n:=n+1;
    until not((i<6) and (v[i]<>0))
end.
\end{verbatim}",N/A,0,1,3,5,7,programul va intra într-un ciclu infinit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 1\\
Indicații: Se repetă o singură dată pentru că se evaluează v[0], care este 0 , deci repetițiea se oprește, și apoi se incrementează i.\\"
Varianta 42,42.10.,Single,"Un arbore binar complet este un arbore cu rădăcină în care fiecare nod are exact doi fii sau niciunul. Ştiind că rădăcina se găsește pe nivelul 0, numărul maxim de noduri de pe nivelul 5 dintr-un astfel de arbore este?",N/A,15,$2^{4}$,31,$2^{5}$,50,120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) $2^{5}$\\
Indicații: Pe nivelul 0, se găsește un nod (rădăcina), pe nivelul 1, 2 noduri, pe nivelul 2, 4 noduri, pe nivelul 3, 8 noduri, pe nivelul 4, 16 noduri iar nivelul 5 32 noduri.\\"
Varianta 42,42.11.,Single,"Un elev, folosind metoda backtracking, construieşte toate numerele cu cifre distincte, numere care au suma cifrelor egală cu 5 şi nu sunt divizibile cu 10. El obține, în această ordine, numerele: 104; 14; 203; 23; 302; 32; 401; 41; 5.
Folosind aceeaşi metodă, el construieşte toate numerele naturale cu cifre diferite, nedivizibile cu 10 şi cu suma cifrelor egală cu 6.
Care sunt primele patru numere pe care le construiește?",N/A,114 ; 123 ; 132 ; 141,123 ; 132 ; 15 ; 213,1023 ; 123 ; 1032 ; 132,1023 ; 1032 ; 105 ; 1203,1014 ; 105 ; 15 ; 6,1023 ; 105 ; 15 ; 6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 1023; 1032; 105; 1203;\\
Indicații: Se pornește de la o soluție propusă și se generează cu algoritmul backtracking celelalte soluții.\\"
Varianta 42,42.12.,Single,Căutarea unui element într-un vector sortat descrescător se realizează în mod eficient cu un algoritm care utilizează:,N/A,metoda căutării binare,metoda backtracking,sortarea crescătoare a vectorului,parcurgerea elementelor de pe poziţii pare,metoda căutării secvenţiale,parcurgerea elementelor de pe poziţii impare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) metoda căutării binare\\
Indicații: Sunt 2 metode de căutare: secvențială și binară. Eficientă este metoda căutării binare pentru care se efectuează $\log (n)$ operații.\\"
Varianta 42,42.13.,Single,"Generarea tablourilor bidimensionale pătratice de ordinul $n$, cu elemente 0 și 1, cu proprietatea că pe fiecare linie și pe fiecare coloană există un singur element egal cu 1, se poate realiza utilizând metoda backtracking. Algoritmul utilizat este echivalent cu algoritmul de generare a:",N/A,produsului cartezian,combinărilor,aranjamentelor,permutărilor,submulţimilor,partiţiilor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) permutărilor\\
Indicații: Se folosește metoda backtracking. Coloanele din matrice vor reprezenta elementele care se generează.\\"
Varianta 42,42.14.,Single,"Fie graful orientat $G=(V, E)$ unde $card(V)=20$ iar $E={(i, j) \mid i<j, i, j \in V}$. Numărul de componente tare conexe ale grafului $G$ este:",N/A,1,5,8,10,15,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 20\\
Indicații: Vor exista doar muchii în care extremitatea inițială este mai mică decât extremitatea finală. Deci, dacă există drumul de la i la j, în care nodurile sunt în ordine crescătoare, nu va exista drumul de la j la i. Deci, fiecare nod formează o componentă tare conexă.\\"
Varianta 42,42.15.,Single,"Stabiliți valoarea apelului $F(11111)$.
\begin{verbatim}
Limbajul C++/C
int F(int N)
    { if (N==1) return 0;
    return 1+F(N/2);
        }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function F(N:integer):integer;
begin
if N=1 then F:=0
else
F:=1+F(N div 2);
end;
\end{verbatim}",N/A,8,10,13,20,36,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 13\\
Indicații: Se numără numărul de înjumătățiri care se fac pentru a ajunge la 1.\\"
Varianta 43,43.1.,Single,"Variabila $v$ reține un număr întreg. Indicați ce valoare va avea $v$ după executarea următoarei secvențe de instrucțiuni?
\begin{verbatim}
Limbajul C++/C
int v=2;
v=v*v; v=2*v+v/2;
v=v-4;
v=v%5;
Limbajul Pascal
v:=2;
v:=v*v;
v:=2*v+v div 2; v:=v-4;
v:=v mod 5;
\end{verbatim}",N/A,0,1,2,8,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 1\\
Indicații: Se execută operațiile matematice în ordinea priorității operatorilor.\\"
Varianta 43,43.2.,Single,"Variabilele $x$ și $y$ sunt reale, iar $i$ și $j$ sunt întregi. Indicați ce valoare va avea $x$ după executarea următoarei secvențe de instrucțiuni?
\begin{verbatim}
Limbajul C++/C
x=1.5; y=2.1;
i=x; j=y+1;
x=x*y+i/j;
Limbajul Pascal
x:=1.5; y:=2.1;
i:=trunc(x);
j:=trunc(y)+1;
x:=x*y+i div j;
\end{verbatim}",N/A,2,2.15,3,3.1,3.15,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 3.15\\
Indicații: Variabilelor i și j, fiind de tip întreg, li se atribuie [x] și, respectiv, [y].\\"
Varianta 43,43.3.,Single,"Variabilele $i$, $j$ și $k$ sunt de tip întreg. Indicați ce valoare se afișează după executarea următoarei secvențe?
\begin{verbatim}
Limbajul C++/C
i=0; j=0;
if(j) j--; else i++;
if(i) i--; else j++;
k=i+j;
cout<<k; | printf(""%d"",k);
Limbajul Pascal
i:=0; j:=0;
if j<>0 then dec(j)
        else inc(i);
if i<>0 then dec(i)
        else inc(j);
k:=i+j;
write(k);
\end{verbatim}",N/A,-3,-2,-1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 0\\
Indicații: Se evaluează $\mathbf{j} \neq 0(\mathrm{~F})$ și apoi operatorul de incrementare $=>\mathrm{i}=1$. Pentru că $\mathrm{i} \neq 0$ se decrementează $=>\mathrm{i}=0$ și apoi se evaluează suma.\\"
Varianta 43,43.4.,Single,"Variabilele $n$, $p$ și $x$ sunt de tip întreg. Indicați ce valoare se afișează după executarea următoarei secvențe?
\begin{verbatim}
Limbajul C++/C
n=25198764, p=1, x=0;
while(n)
{if(n%2)
    {p=p*10;
        x=x+n% 10*p;
    }
        n/=10;
}
cout<<x; | printf(""%d"",x);
Limbajul Pascal
n:=25198764; p:=1; x:=0;
while n<>0 do
begin
    if n mod 2<>0 then
    begin
        p:=p*10;
        x:=x+n mod 10*p
    end;
    n:=n div 10
end; 
write (x);
\end{verbatim}",N/A,2864,4682,5197,7915,51970,79150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 51970\\
Indicații: Se introduc în x cifrele impare din n, în aceeași ordine, doar că se începe de la cifra zecilor.\\"
Varianta 43,43.5.,Single,"În secvența de mai jos toate variabilele sunt de tip întreg. Indicați ce valoare va fi afișată pentru $n=52$?
\begin{verbatim}
Limbajul C++/C
cin>>n; | scanf(""%d"",&n);
x=2;
for(i=3; i<=n;i++)
    {   x*=i;
        while(!(x%10)) x/=10;
        x%=10;
        }
cout<<x; | printf(""%d"",x);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
readln(n); x:=2;
for i:=3 to n do
    begin
        x:=x*i;
        while x mod 10=0 do
            x:=x div 10;
        x:=x mod 10
    end;
write(x);
\end{verbatim}",N/A,2,4,5,6,7,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 8\\
Indicații: Se calculează ultima cifră nenulă a numărului n!.\\"
Varianta 43,43.6.,Single,"Indicați ce valoare se va afișa după executarea secvenței următoare?
\begin{verbatim}
Limbajul C++/C
int v[15]={28,0,56,4,0,0,13,6,0,18,0,26,90,0,25};
int k=15, i,j;
for(i=0;i<k;i++)
    if(!v[i])
        {for(j=i;j<k-1;j++)
            v[j]=v[j+1];
        v[j]=0; k--; i--;
        }
for(i=0;i<k;i++)
        cout<<v[i]<<"" ""; | printf(""%d"",v[i]);
Limbajul Pascal
var v:array[0..14] of integer = (28,0,56,4,0,0,13,6,0,18,0,26,90,0,25);
    k,i,j:integer;
i:=0; k:=15;
while i<k do
begin
    if v[i]=0 then
        begin
            for j:=i to k-2 do
                v[j]:=v[j+1];
            v[j+1]:=0;
            dec(k);
            dec(i)
        end;
    inc(i)
end;
for i:=0 to k-1 do
    write(v[i],' ');
\end{verbatim}",N/A,4613182526285690,4613182526285690000,4613182526285690000000,2856413618269025,2856413618269025000,2856413618269025000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 8 56 4 13 6 18 26 90 25\\
Indicații: Se șterg elementele nule din tabloul unidimensional.\\"
Varianta 43,43.7.,Single,"Indicați ce se va afișa după executarea secvenței de program?
\begin{verbatim}
Limbajul C++/C
int main()
{
char s[100]=""Poli-informatica"", *p;
p=strchr(s,'-');
(p+1)[0]-=32;
s[p-s]='\0';
s[0]+=32;
strcat(p+1,""-"");
strcat(p+1,s);
strcpy(s,p+1);
cout<<s; | printf(""%s"",s);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s,p:string; i:integer;
begin
s:='Poli-informatica';
i:=pos('-',s);
s[i+1]:=chr(ord(s[i+1])-32);
s[1]:chr(ord (s[1])+32);
p:=copy(s,i+1,length(s)-i);
delete(s,i,length(s)-i+1);
s:=p+'-'+s;
write(s);
end.
\end{verbatim}",N/A,INFO-POLI,Informatica-poli,informatica,info-poli,informatica-poli,poli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) Informatica-poli\\
Indicații: Se determină adresa de memorie a caracterului '-', împărțindu-se astfel șirul inițial în două șiruri de caractere. Apoi se concatenează al doilea șir cu primul, după ce prima literă a fiecărui șir se transformă.\\"
Varianta 43,43.8.,Single,"Indicați ce se va afișa după executarea următoarei secvențe de program?
\begin{verbatim}
Limbajul C++/C
typedef struct
            {char *p;}S;
int main()
{   char p[10]=""abcd"";
    S S[2];
    int i;
    for(i=0;i<2;i++)
        S[i].p=p+i;
    cout<<S[1].p[0]; | printf(""%c"",S[1].p[0]);
    return 0;
}
Limbajul Pascal
type ST=record p:string
end;
var p:string;
    S:array[0..1] of ST;
    i:integer;
begin
p:='abcd';
for i:=0 to 1 do
    begin
        S[i].p:=copy (p,i+1,length(p)-i+1);
    end;
write(S[1].p[1]);
end.
\end{verbatim}",N/A,a,b,c,d,e,f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) b\\
Indicații: Se declară un tablou unidimensional cu 2 elemente de tip structură, fiecare element conținând un pointer către un șir de caractere. Câmpului din a doua structură i se atribuie șirul definit de la poziția 1.\\"
Varianta 43,43.9.,Single,"Pentru graful orientat alăturat, indicați între care perechi de noduri există drum de lungime 5?
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-231(8)}",images/2025_04_17_46e04c6acd873ea9558dg-231(8),A și B,A și C,A și D,B și C,B și D,C și A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) A și D\\
Indicații: Pentru a afla numărul de drumuri de lungime k dintre două noduri i și j într-un graf orientat, se calculează matricea $X=A^{k}$, unde $A$ este matricea de adiacență. $X_{i, j}$ reprezintă numărul de drumuri. Deci $\mathrm{A}=\left(\begin{array}{llll}0 & 1 & 1 & 0 \\ 0 & 0 & 1 & 1 \\ 0 & 0 & 0 & 1 \\ 1 & 1 & 0 & 0\end{array}\right)$ și $\mathrm{A}^{3}=\left(\begin{array}{llll}2 & 2 & 0 & 1 \\ 1 & 1 & 0 & 1 \\ 0 & 1 & 2 & 1 \\ 1 & 1 & 1 & 3\end{array}\right)$ Se observă că între $\mathrm{A}^{3}[1,3]=\mathrm{A}^{3}[3][1]=0$.\\"
Varianta 43,43.10.,Single,"Fie funcția recursivă de mai jos. Ce valoare va avea apelul $f(f(f(f(0))))$?
\begin{verbatim}
Limbajul C++/C
int f(int x)
{if(x<7) return f(x+2)+1;
        else return x-5;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x:integer):integer;
begin
if x<7 then f:=f(x+2)+1
        else f:=x-5;
end;
\end{verbatim}",N/A,1,2,3,4,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 4\\
Indicații: Șirul apelurilor este: $f(0) \stackrel{0<7}{\Rightarrow} f(2) \xlongequal{2<7} f(4) \stackrel{4<7}{\Longrightarrow} f(6) \xrightarrow{6<7} f(8) \stackrel{8>7}{\Longrightarrow} 8-3$ raspuns care se returnează la apelul anterior, adunându-se de fiecare dată $1 . f(0)=7$. Apoi se calculează $f(7)=2 ; f(2)=6$ și $f(6)=4$.\\"
Varianta 43,43.11.,Single,"Indicați ce se va afișa în urma executării următoarei secvențe?
\begin{verbatim}
Limbajul C++/C
int a[6][6]={{2,4,1,5,3},{5,1,4,2,3},{1,2,3,4,5},{5,4,3,2,1},{4,1,5,3,2}};
int i,j,k=3;
for(int m=0;m<k;++m)
{for(i=4;i>1;--i)
        for(j=0;j<5;++j)
            a[i+1][j]=a[i][j];
    for(j=0;j<5;j++)
            a[2][j]=a[5][j];
}
for(i=0;i<5;++i)
        {for(j=0;j<5;++j)
                cout<<a[i][j]<< "" ""; | printf(""%d "",a[i][j]);
            cout<<endl; | printf(""\n"");
        }

for i:=0 to 4 do
    begin
        for j:= 0 to 4 do
            write (a[i,j],' ');
        writeln
    end;
\end{verbatim}",N/A,"23154
   51423
   12345
   54321
   21534","24153
   41532
   54321
   12345
   51423","24153
   51423
   12345
   54321
   41532","24153
   54321
   41532
   51423
   12345","24153
   54321
   41532
   51423
   12354","34152
   41532
   54321
   12345
   31425",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) \begin{verbatim}
    2 4 1 5 3 
    5 1 4 2 3 
    1 2 3 4 5 
    5 4 3 2 1 
    4 1 5 3 2
\end{verbatim}\\
Indicații: Se fac 3 permutări circulare ale ultimelor 3 linii astfel încât matricea la final revine la configurația inițială.\\"
Varianta 43,43.12.,Single,"Folosind metoda backtracking, se determină în ordine crescătoare, toate numerele de 4 cifre distincte, oricare două cifre alăturate neputând fi prime. Primele 7 soluții sunt: 1024, 1026, 1028, 1029, 1034, 1036, 1038, ... Indicați care sunt cele 2 numere generate înaintea soluției 7401?",N/A,7091 7092,7195 7198,7196 7198,7297 7298,7397 7398,7916 7918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) \begin{verbatim}
    7196
      7198
\end{verbatim}\\
Indicații: Dacă se pornește de la 7196 se continuă cu 7197 (incorectă, se repetă cifra 7), 7198 , se revine la a doua cifrăși se alege 2 , dar fiind prim nu e permis, la fel 3 și se ajunge la 4 , apoi se continuă cu 0 și cu 1 , adică 7401.\\"
Varianta 43,43.13.,Single,"Secvența gradelor dintr-un graf neorientat este formată din gradele tuturor nodurilor grafului, aranjate în ordine descrescătoare. Indicați care dintre următoarele secvențe nu poate fi secvență a gradelor pentru niciun graf?
I: 7,6,5,4,4,3,2,1
II: 6,6,6,6,3,3,2,2
III: 7,6,6,4,4,3,2,2
IV: 8,7,7,6,4,2,1,1",N/A,I și II,I și IV,II și IV,III și IV,doar II,doar IV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) II și IV\\
Indicații: Însecvența IV, există un nod cu gradul 8, ceeace nu este posibil într-un graf cu 8 noduri. Însecvența II, gradul 6 al celor 4 vârfuri înseamnă 18 muchii (nodul 1 incident cu 6 muchii, nodul 2 incident cu 5 muchii (a șasea fiind (1,2), deja numărată)) etc. Adică
$6+5+4+3=18$ muchii. Un exemplu posibil de graf ar fi:
\begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-329.jpg} \end{center} Din secvența dată: $6+6+6+6+3+3+2+2=34=>17$ (muchii contradicție).\\"
Varianta 43,43.14.,Single,"Fie următoarele funcții recursive de mai jos. Indicați care este complexitatea timp a celor două funcții?
\begin{verbatim}
Limbajul C++/C
int f1(int n)
{if(n<=1) return 0;
    return 2*f1(n-1);
}
int f2(int n)
{ if(n<=1) return n;
        return f2(n-1)+f2(n-1);
}
Limbajul Pascal
function f1(n:integer):integer;
begin
    if n<=1 then
        f1:=0;
    f1:=2*f1(n-1)
end;
function f2(n:integer):integer;
begin
    if n<=1 then 
        f2:=n;
    f2:=f2(n-1)+f2(n-1)
end;
\end{verbatim}",N/A,$O(n^{2})$ pentru amândouă,$O(n)$ pentru f1 și $O(2^{n})$ pentru f2,$O(2^{n})$ pentru f1 și $O(n)$ pentru f2,$O(n)$ pentru amândouă,$O(3^{n})$ pentru f1,$O(3^{n})$ pentru f1 și f2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) $\mathrm{O}(\mathrm{n})$ pentru f1 și $\mathrm{O}\left(2^{\mathrm{n}}\right)$ pentru f2\\
Indicații: Am putea scrie pentru fiecare funcție, complexitatea timp, recurent, astfel:\\
$\mathrm{T}_{1}(\mathrm{n})=\mathrm{T}_{1}(\mathrm{n}-1)+\mathrm{C}$ care este $\mathrm{O}(\mathrm{n})$\\
$\mathrm{T}_{2}(\mathrm{n})=2 \cdot \mathrm{~T}_{2}(\mathrm{n}-1)+\mathrm{C}$ care este $\mathrm{O}\left(2^{\mathrm{n}}\right)$\\"
Varianta 43,43.15.,Single,"Indicați care este complexitatea următoarei secvențe de instrucțiuni:
\begin{verbatim}
Limbajul C++/C
int n,k,p;
cin>>n>>k; | scanf(""%d%d"",&n,&k);
p=1;
while(k>0)
    if(k%2) p*=n, k--;
    else n*=n, k/=2;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,k,p:integer;
readln(n,k);
p:=1;
while k>0 do
    if k mod 2<>0 then
    begin p:=p*n; dec(k)
    end
    else
    begin n:=n*n; k:=k div 2
    end;
\end{verbatim}",N/A,$O(\log _{2} k)$,$O(\log _{2} n)$,$O(k)$,$O(n)$,$O(n^{2})$,$O(k^{2})$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) $\mathrm{O}\left(\log _{2} k\right)$\\
Indicații: Se calculează $\mathrm{n}^{\mathrm{k}}$ în timp logaritmic după următoarea metodă:\\
$$
n^{k}=\left\{\begin{array}{c}
n \cdot\left(n^{2}\right)^{\frac{k-1}{2}}, \text { daca\ k\ impar } \\
\left(n^{2}\right)^{\frac{k}{2}}, \text { daca\ k\ par }
\end{array}\right.
$$\\"
Varianta 44,44.1.,Single,"Variabila $v$ reține un număr întreg. Indicați ce valoare va avea $v$ după executarea următoarei secvențe de instrucțiuni?
\begin{verbatim}
Limbajul C++/C
v=2;
v=5*v-v%3;
v=v+v/3;
Limbajul Pascal
v:=2;
v:=5*v-v mod 3;
v:=v+v div 3;
\end{verbatim}",N/A,7,8,10,11,12,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 10\\
Indicații: Se fac operațiile matematice în ordinea priorității operatorilor.\\"
Varianta 44,44.2.,Single,"Variabilele $x$ și $y$ sunt reale, iar $i$ și $j$ sunt întregi. Indicați ce valoare va avea $x$ după executarea următoarei secvențe de instrucțiuni?
\begin{verbatim}
Limbajul C++/C
x=1.5; y=2.0;
i=2; j=4;
x=x*y+(float)i/j;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
x:=1.5; y:=2.0;
i:=2; j:=4;
x:=x*y+i/j;
\end{verbatim}",N/A,2.15,2.5,3.0,3.15,3.5,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 3.5\\
Indicații: Se folosește operatorul cast, astfel încât rezultatul împărțirii i/j să fie real.\\"
Varianta 44,44.3.,Single,"Variabilele i și j sunt întregi. Indicați ce se va afișa după executarea următoarei secvențe?
\begin{verbatim}
Limbajul C++/C
i=2; j=3;
if(j) j--;
    else if(i) i++;
        else j++;
if(!j) i--;
    else if(i) j++;
        else j=0;
cout<<i+j; | printf(""%d"",i+j);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=2; j:=3;
if j<>0 then dec(j)
    else if i<>0 then
            inc(i)
        else inc(j);
if not(j<>0) then inc(i)
        else if(i<>0) then
                inc(j)
            else j:=0;
write(i+j);
\end{verbatim}",N/A,0,1,2,3,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 5\\
Indicații: Se evaluează $\mathrm{j} \neq 0$ (A)și apoi operatorul de decrementare $=>\mathrm{j}=2$. Pentru că $!\mathrm{j}=0$ atunci se evaluează $\mathrm{i} \neq 0(\mathrm{~A})$ și se incrementează $\mathrm{j}=>\mathrm{j}=3$.\\"
Varianta 44,44.4.,Single,"Indicați ce se va afișa după executarea următoarei secvențe de program?
\begin{verbatim}
Limbajul C++/C
int main()
{
char s[11]=""ABCDE"",aux[11];
strcat(s+2,""ABCDE"");
strcpy(aux, s+3);
strcpy(s,aux);
cout<<s[0]-s[2]; | printf(""%d"",s[0]-s[2]);
    return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s:string;
begin
    s:='ABCDE';
    s:=s+'ABCDE';
    delete(s,1,3);
write(ord(s[1])-ord(s[3]));
end.
\end{verbatim}",N/A,0,1,2,3,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 3\\
Indicații: Se concatenează la sfârșitul șirului s șirul ABCDE și se obține ABCDEABCDE, apoi se șterg primele 3 caractere. Deci șirul s este DEABCDE.\\"
Varianta 44,44.5.,Single,"Indicați ce se va afișa după executarea următoarei secvențe de program?
\begin{verbatim}
Limbajul C++
typedef struct
        { int S;}S;
int f(S &s)
{return --s.S;}
int main()
{   int i;
    S S={2};
    i=f(S);
    cout<<i;
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
typedef struct
{ int S;}S;
int f(S *s)
{
return --(*s).S;}
int main()
{   int i;
    S S={2};
    i=f(&S);
    printf(""%d"",i);
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type ST=record
S:integer end;
var S:ST=(S:2);
    i:integer;
function f(var s:ST) :integer;
begin
    dec(s.S); f:=s.S
end;
begin
    i:=f(S); write(i)
end.
\end{verbatim}",N/A,0,1,2,3,4,eroare de compilare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 1\\
Indicații: Apelul funcției implică decrementarea valorii parametrului și returnarea acestui rezultat.\\"
Varianta 44,44.6.,Dual,"Indicați cu ce instrucțiune trebuie înlocuite punctele de suspensie din următoarea secvență, astfel încât aceasta să afișeze numărul de divizori pozitivi ai lui n (număr natural nenul)?
\begin{verbatim}
Limbajul C++/C
int p=1,d,e;
for(d=2;d*d<=n;++d)
{
    for(e=1;n%d==0;e++)
        n/=d;
    p*=e;
}
if(n>1) .....
cout<<p; | printf(""%d"",p);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var p,d,e:integer;
p:=1; d:=2;
while d*d<=n do
begin
    e:=1;
        while n mod d=0 do
        begin
            n:=n div d;
            inc(e)
        end;
    p:=p*e
end;
if n>1 then ...
write(p);
\end{verbatim}",N/A,p*=2;,p*=d;,p*=d+1;,p*=e;,p*=(e+1);,p*=(d+1);,p*=2;,p*=d;,p*=d+1;,p*=e;,p*=(e+1);,p*=(d+1);,p:=p*2;,p:=p*d;,p:=p*(d+1);,p:=p*e;,p:=p*(e+1);,p:=p*(d+1);,a,"Răspuns corect: a) \begin{verbatim}
    p*=2 | p:=p*2
\end{verbatim}\\
Indicații: Fie $\mathrm{n}=d_{1}{ }^{e_{1}} \cdot d_{2}{ }^{e_{2}} \cdot \ldots \cdot d_{r}{ }^{e_{r}}$, descompus în factori primi. Ș̦tim că numărul de divizori ai lui $n$ este $\left(e_{1}+1\right) \cdot\left(e_{2}+1\right) \cdot \ldots \cdot\left(e_{r}+1\right)$. Folosindu-se acest rezultat, se determină factorii primi până la $\sqrt{n}$. Dacă $n \neq 1$ atunci $n$ este un număr prim, deci la produsul anterior mai trebuie înmulțit 2.\\"
