"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 32","32.4.","Dual","Variabila $x$ memorează notele obţinute de un elev la cele trei probe de Bacalaureat, note cu două zecimale. Declararea corectă a variabilei $x$ este:","N/A","char x[2];","int x;","float x;","float x[3];","int x[2];","float x[2][3];","char x[2];","int x;","float x;","float x[3];","int x[2];","float x[2][3];","var x:string[2];","var x:byte;","var x:real;","var x:array [1..3] of real;","var x:array[1..2] of byte;","var x:array[1..2,1..3] of real;"
"Varianta 32","32.5.","Single","Într-un graf neorientat, cu 10 noduri, fiecare nod are gradul 2. Numărul maxim de componente conexe din care poate fi format graful este:","N/A","1","2","3","4","5","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.6.","Single","Pentru a calcula cel mai mare divizor comun pentru numerele naturale nenule $a$ şi $b$, se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
while(a!=b)
    if (a>b) a=a-b;
    else b=b-a;
Limbajul Pascal
while a<>b do
    if a>b then a:=a-b
    else b:=b-a;
\end{verbatim}
Algoritmul este:","N/A","eficient","ineficient","incorect sintactic","incorect semantic","greşit","infinit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.7.","Single","Se consideră graful neorientat $G$ cu 5 noduri, reprezentat prin matricea de adiacență alăturată.
\begin{verbatim}
0 1 0 0 1
1 0 1 1 1
0 1 0 1 0
0 1 1 0 0
1 1 0 0 0
\end{verbatim}
Afirmaţia adevărată este:","N/A","Graful $G$ conține două componente conexe","Orice subgraf a lui $G$ format din 3 noduri este arbore","Graful $G$ este hamiltonian","Graful $G$ este eulerian","Graful $G$ este arbore","Graful $G$ nu este eulerian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.8.","Single","Variabilele $n$ și $i$ memorează numere naturale întregi. În următoarea secvenţă de program, $v$ este un tablou unidimensional cu $n$ elemente:
\begin{verbatim}
i=0; Limbajul C++/C
while(i<n)
    v[i++]=i*i*i;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=1;
while i<=n do
begin
    v[i]:=i*i*i; inc(i)
end;
\end{verbatim}
Numărul de repetări ale secvenţei de instrucţiuni din while este:","N/A","$n+1$","$n-1$","$n$","$0$","$1$","$3*n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.9.","Single","Un elev foloseşte metoda backtracking pentru a genera submulțimile mulţimii ${1,2,5,6,9}$. Numărul de submulțimi generate, care obligatoriu conţin elementul 2 şi nu conţin elementul 6, este?","N/A","16","8","7","6","4","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.10.","Dual","Subprogramul $f$, cu parametrii $a$ şi $b$ numere întregi ($a<b$), returnează numărul de numere pare din intervalul $[a,b]$. Expresia care are valoarea 1 (C++/C)/ True (Pascal), pentru orice numere $a$ şi $b$ care nu au aceeaşi paritate este:","N/A","$f(a, b)==f(a, b+1)$","$f(a, b)==(b-a) / 2$","$f(a, b)==(b-a+1) / 2$","$f(a, b)==b-a$","$f(a, b)==b-a+1$","$f(a, b)==(b-a-1) / 2$","$f(a, b)==f(a, b+1)$","$f(a, b)==(b-a) / 2$","$f(a, b)==(b-a+1) / 2$","$f(a, b)==b-a$","$f(a, b)==b-a+1$","$f(a, b)==(b-a-1) / 2$","f(a, b)=f(a, b+1)","f(a, b)=(b-a) div 2","f(a, b)=(b-a+1) div 2","f(a, b)=b-a","f(a, b)=b-a+1","f(a, b)=(b-a-1) div 2"
"Varianta 32","32.11.","Single","Se consideră un arbore, care are rădăcina pe nivelul 1 şi orice nod de pe nivelul $i$ are exact $i+1$ descendenţi direcţi, cu excepţia nodurilor de pe nivelul 4 care sunt noduri terminale. Numărul de frunze ale arborelui este:","N/A","120","30","24","8","6","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.12.","Single","Se consideră următorul subprogram:
\begin{verbatim}
Limbajul C++
void f(int x, int *y)
{
    y=x+y;
    x=x+y;
}
Limbajul C
void f(int x, int &y)
{
    *y=x+*y;
    x=x+*y;
}
Limbajul Pascal
procedure f(x:integer; var y:integer);
begin
    y:=x+y;
    x:=x+y
end;
\end{verbatim}
Dacă valoarea variabilei $a$ înainte de apel este 2, care este valoarea sa după apelul:
Limbajul C++: $f(a, a)$; Limbajul C: $f(a, \&a)$; Limbajul Pascal: $f(a, a)$","N/A","12","10","8","6","4","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.13.","Single","Subprogramul $f$, cu doi parametri întregi $\mathbf{x}$ şi $\mathbf{y}$, returnează valoarea celui mai mare divizor comun al numerelor $\mathbf{x}$ şi $\mathbf{y}$. Expresia prin care se calculează cel mai mare divizor comun al numerelor $\mathbf{x}$, $\mathbf{y}$ şi $\mathbf{z}$ este:","N/A","$f(x, y)+f(y, z)$","$f(x, y, z)$","$f(x, y) * z$","$f(x, y) * f(y, z)$","$f(x * y, z)$","$f(f(x, y), z)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.14.","Single","Pentru variabilele întregi $x$ şi $y$, subprogramul $mic(x, y)$ întoarce cel mai mic număr dintre $x$ şi $y$, subprogramul $mare(x, y)$ întoarce cel mai mare număr dintre $x$ şi $y$, iar subprogramul $p(x, y)$ întoarce valoarea puterii lui $x$ cu exponent $y$. Pentru ca $u$ şi $v$ să fie cel mai mare divizor comun, respectiv cel mai mic multiplu comun al numerelor $6^{x}$ şi $6^{y}$, atunci subprogramele $f1$, $f2$, $f3$ şi $f4$ din instrucţiunile de mai jos sunt, respectiv:
Limbajul C++/ Limbajul C
\begin{verbatim}
u=p(2,f1(x,y))*p(3,f2(x,y));
v=p(2,f3(x,y))*p(3,f4(x,y));
\end{verbatim}
Limbajul Pascal
\begin{verbatim}
u:= p(2,f1(x,y)) *p(3,f2(x,y));
v:= p(2,f3(x,y)) *p(3,f4(x,y));
\end{verbatim}","N/A","mic, mic, mare, mare","mic, mare, mic, mare","mare, mare, mic, mic","mare, mic, mare, mic","mare, mic, mic, mare","mic, mare, mare, mic","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 32","32.15.","Single","Numărul de cicluri hamiltoniene distincte într-un graf neorientat complet cu $n$ noduri ($n \geq 3$) este (două cicluri se consideră distincte dacă diferă prin cel puțin o muchie):","N/A","$\frac{n(n-1)}{2}$","$\frac{(n-1)!}{2}$","$\frac{(n-2)(n-1)}{2}$","$n-2$","$\frac{(n+1)!}{2}$","$\frac{(n+2)(n+1)}{2}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.1.","Single","Variabilele $\mathbf{x}$ și $\mathbf{y}$ memorează numere reale. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
y=x; x=x*x;
if(x<y) cout<<""DA""; | printf(""DA"");
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
y:=x; x:=x*x;
if x<y then write('DA');
\end{verbatim}
Executarea secvenței de program alăturate afişează DA pentru valori inițiale ale lui $\mathbf{x}$:","N/A","strict pozitive subunitare","strict pozitive supraunitare","strict negative subunitare","strict negative supraunitare","strict pozitive","strict negative","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.2.","Dual","Variabilele $n$ şi $k$ memorează numere naturale nenule. Expresia prin care se poate calcula cel mai mare număr natural divizibil cu $k$, număr care să fie mai mic sau egal cu $n$ este:","N/A","Nu există formulă","$(k * n) / k$","$n \% k+n / k$","$(k+n) / k$","$n-n / k$","$n-n \% k$","Nu există formulă","$(k * n) / k$","$n \% k+n / k$","$(k+n) / k$","$n-n / k$","$n-n \% k$","Nu există formulă","$(k * n) div k$","$n mod k+n div k$","$(k+n) div k$","$n-n div k$","$n-n mod k$"
"Varianta 33","33.3.","Single","Variabilele $n$ și $i$ memorează numere naturale nenule. Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++
for (i=1; i<=5; i++ )
    n=n*i;
cout<<n;
Limbajul C
for (i=1;i<=5;i++)
    n=n*i;
printf(""%d"",n);
Limbajul Pascal
for i:=1 to 5 do
    n:=n*i;
write(n);
\end{verbatim}
Valoarea inițială a variabilei $n$ pentru care executarea secvenței de program alăturate afişează 360 este:","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.4.","Single","Variabilele $a$ şi $b$ memorează numere naturale nenule. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
a=0; b=...;
while (b<10)
{
    a=a+b; b++;
}
cout<<a; | printf(""%d"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
a:=0; b:=...;
while b<10 do
begin
    a:=a+b; b:=b+1
end;
write(a);
\end{verbatim}
Valoarea care poate înlocui punctele de suspensie din secvența alăturată, astfel încât valoarea afişată să fie 35 este:","N/A","2","3","4","5","6","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.5.","Single","Un graf neorientat are gradele vârfurilor: 2, 3, 3, 2, 4. Numărul de muchii ale grafului este:","N/A","5","6","7","8","9","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.6.","Single","Variabilele $i$ şi $j$ memorează numere naturale nenule. Se consideră următoarea secvenţă de program:
Limbajul C++/C
\begin{verbatim}
for(i=0; i<=9; i++)
    for(j=0; j<=9; j++)
        a[i][j]=(2*i+3*j)%10;
\end{verbatim}
Limbajul Pascal
\begin{verbatim}
for i:=0 to 9 do
    j:=0 to 9 do
        a[i][j]:=(2*i+3*j)%10;
\end{verbatim}
Suma elementelor de pe diagonala principală a tabloului bidimensional constuit este:","N/A","10","25","50","45","46","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.7.","Single","Numărul maxim de comparări pentru ordonarea descrescătoare a valorilor celor 100 de componente ale tabloului unidimensional $\mathbf{v}$, ordonare realizată prin metoda bulelor, este:","N/A","100","4950","9701","9900","9999","10000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.8.","Dual","Subprogramul $f(a, b)$ returnează media aritmetică a numerelor reale $a$ şi $b$. Pentru $a$, $b$, $c$ şi $d$ numere reale, instrucţiunea care atribuie variabilei $a$ suma dintre media aritmetică a numerelor $b$ şi $c$ şi media aritmetică a numerelor $c$ și $d$ este:","N/A","$a=f(b, f(c, d))$;","$a=f(f(b, c), d)$;","$a=(b+c+d) / 2$;","$a=f(b, c)+f(b, d)$;","$a=f(b, d)+c$;","$a=(f(b, c)+f(b, d)) / 2$;","$a=f(b, f(c, d))$;","$a=f(f(b, c), d)$;","$a=(b+c+d) / 2$;","$a=f(b, c)+f(b, d)$;","$a=f(b, d)+c$;","$a=(f(b, c)+f(b, d)) / 2$;","$a:=f(b, f(c, d))$;","$a:=f(f(b, c), d)$;","$a:=(b+c+d) / 2$;","$a:=f(b, c)+f(b, d)$;","$a:=f(b, d)+c$;","$a:=(f(b, c)+f(b, d)) / 2$;"
"Varianta 33","33.9.","Single","Se consideră un graf neorientat $G$, cu 5 noduri, reprezentat prin matricea de adiacență alăturată.
0 1 0 0 1
1 0 1 1 1
0 1 0 1 0
0 1 1 0 0
1 1 0 0 0
Afirmaţia adevărată este:","N/A","$G$ este graf hamiltonian şi graf eulerian","$G$ este graf hamiltonian, dar nu este graf eulerian","$G$ nu este graf hamiltonian, dar este graf eulerian","$G$ nu este nici graf hamiltonian, nici graf eulerian","$G$ este graf hamiltonian","Toate afirmaţiile de mai sus sunt false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.10.","Single","Pentru a determina toate modalităţile de a scrie pe 9 ca sumă de numere naturale nenule distincte (abstracţie făcând de ordinea termenilor), un elev foloseşte metoda backtracking generând, în această ordine, toate soluţiile: $1+2+6$, $1+3+5$, $1+8$, $2+3+4$, $2+7,3+6$ şi $4+5$. Aplicând exact aceeaşi metodă, el determină soluţiile pentru scrierea lui 12. Numărul soluţii de forma $3+...$ este:","N/A","0","1","2","4","6","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.11.","Single","Fie $G$ un arbore cu n ($n>1$) noduri şi $d_{1} \geq d_{2} \geq d_{3} \geq \ldots d_{n} \geq 1$ gradele nodurilor sale. Afirmaţia adevărată este:","N/A","$\sum_{i=1}^{n} d_{i}=2n-2$","$\sum_{i=1}^{n} d_{i}=2n-1$","$\sum_{i=1}^{n} d_{i}=2 n$","$\sum_{i=1}^{n} d_{i}=2n+1$","$\sum_{i=1}^{n} d_{i}=2n+2$","$\sum_{i=1}^{n} d_{i}=n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.12.","Single","Funcţiea $f$ primeşte două valori întregi prin intermediul a doi parametri şi returnează suma tuturor cifrelor celor două numere. De exemplu, $f(173,608)$ returnează 25. Apelul funcției $f$ care determină suma cifrelor unui număr întreg $n$ este:","N/A","$f(1, 1)$","$f(n, 0)$","$f(n, 1)$","$f(n, n)$","$f(1, n)$","$f(n, n-1)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.13.","Single","Într-o coadă, inițial vidă, la fiecare pas $k$ se introduc $3 k$ valori şi se extrag $k+2$ valori. După executarea primilor 9 pași, în coadă se află un număr de elemente egal cu:","N/A","9","36","72","75","79","172","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.14.","Single","Se consideră un graf neorientat conex cu $n$ noduri şi $m$ muchii. Pentru a obţine exact 2 componente conexe, numărul minim de muchii care trebuie eliminate este egal cu:","N/A","gradul minim din graf","gradul maxim din graf","$m-1$","$n-1$","$\frac{m(m-1)}{2}$","$\frac{n(n-1)}{2}-m$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 33","33.15.","Single","Numărul de elemente nule ale matricei de adiacență asociată unui arbore cu $n$ noduri este:","N/A","$n^{2}$","$n^{2}+1$","$n(n-1)+n$","$n^{2}-n-2$","$n(n-1)-n$","$n^{2}-2 n+2$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.1.","Dual","Variabila $n$ memorează un număr natural. Expresia care este egală cu 0 dacă şi numai dacă $n$ este un număr nedivizibil cu 3 este:","N/A","(1-n\%3)*(2-n\%3)","(2-n\%3)\%2","(1-n\%3)+(2-n\%3)","(1-n\%3)\%2","(1-n\%3)-(2-n\%3)","(2-n\%3)-(1-n\%3)","(1-n\%3)*(2-n\%3)","(2-n\%3)\%2","(1-n\%3)+(2-n\%3)","(1-n\%3)\%2","(1-n\%3)-(2-n\%3)","(2-n\%3)-(1-n\%3)","(1-n mod 3)*(2-n mod 3)","(2-n mod 3) mod 2","(1-n mod 3)+(2-n mod 3)","(1-n mod 3) mod 2","(1-n mod 3)-(2-n mod 3)","(2-n mod 3)-(1-n mod 3)"
"Varianta 34","34.2.","Single","Variabia $a$ memorează numere reale neîntregi, $a>0$ şi variabia $c$ memorează numere naturale. Se consideră următoarea secvenţă de program:
\begin{verbatim}
do
{   c=floor(a);
    a=(a-c)*10;
} while(floor(a)==0);
cout<<floor(a); | printf(""%d"",floor(a));
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
repeat
    c:=int(a);
    a:=(a-c)*10;
until int(a)>0;
write(floor(a));
\end{verbatim}
În urma executării secvenței de program alăturate se afișează:","N/A","prima zecimală a lui $a$","ultima zecimală a lui a","prima zecimală nenulă a lui $a$","ultima zecimală nenulă a lui $a$","a doua zecimală a lui $a$","a doua zecimală nenulă a lui a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.3.","Single","Variabilele $a$ şi $b$ memorează numere naturale nenule. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
b=0;
for(a=0; a<=9; a++)
    if(a%4==2 || a%4==3) b=b+a;
    else b++;
cout<<b; | printf(""%d"",b);
\end{verbatim}
Limbajul Pascal
\begin{verbatim}
b:=0;
for a:=0 to 9 do
    if a mod 4=2 or a mod 4=3 
        b:=b+a
    else b:=b+1;
write(b);
\end{verbatim}
În urma executării secvenței de program alăturate se afișează:","N/A","22","23","24","25","26","27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.4.","Single","Variabilele $\mathbf{x}$, $\mathrm{y}$ şi $\mathbf{z}$ au valori aleatoare în mulţimea ${1,2,3}$. Se consideră următoarele instrucţiuni:
\begin{verbatim}
Limbajul C++/C
u = (x==y) || (y==z);
v = ((x!=y) && (y!=z));
Limbajul Pascal
u:=(x=y) or (y=z);
v:=((x<>y) and (y<>z));
\end{verbatim}
Afirmaţia adevărată este:","N/A","$u$ şi $v$ sunt egale pentru orice $x$, $y$, $z$","există $x$, $y$, $z$ pentru care $u$ este diferit de $v$","$u$ şi $v$ sunt diferite pentru orice $x$, $y$, $z$","$u$ şi $v$ sunt egale numai dacă $x=y=z=1$","$u$ şi $v$ sunt egale numai dacă $y=1$","$u$ şi $v$ sunt egale numai dacă $x+y+z=3$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.5.","Single","Numărul minim de noduri dintr-un graf neorientat cu 12 muchii, fără noduri izolate, graf format din exact 3 componente conexe este:","N/A","7","8","9","10","11","12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.6.","Single","Se consideră tabloul unidimensional $v$ cu $n$ elemente ($n$ număr natural, $n \geq 2$). Subprogramul $f(v,i,j)$ inversează ordinea elementelor aflate pe poziţiile $\mathbf{i}, \mathbf{i + i}, \ldots, j-1, j$ $(1 \leq i<j \leq n)$. Secvenţa de program care inversează, în $v$, doar v[i] şi v[j] este:","N/A","$f(v, i, j)$; $f(v, i+1, j-1)$;","$f(v, i, j)$; $f(v, i-1, j+1)$;","$f(v, i, j)$; $f(v, i+1, j+1)$;","$f(v, i+1, j-1)$; $f(v, i, j)$;","$f(v, i+1, j+1)$; $f(v, i, j)$;","$f(v, i, j)$; $f(v, i+1, j-1)$;","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.7.","Single","Se consideră un arbore. Referitor la un lanţ elementar care uneşte două noduri distincte $a$ şi $b$, afirmaţia adevărată este:","N/A","Este unic, dacă şi numai dacă $a$ sau $b$ este frunză.","Sigur conţine rădăcina arborelui.","Este unic, oricare ar fi $a$ şi $b$.","Nu poate trece prin rădăcina arborelui.","Este unic, dacă şi numai dacă $a$ sau $b$ este rădăcină.","Nu este unic oricare ar fi $a$ şi $b$.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.8.","Single","Variabilele $\mathbf{a}$, $\mathbf{b}$, $\mathbf{c}$ memorează numere naturale nenule.
Instruçiunea Limbajul C++/C: c=b-b\%a | Limbajul Pascal: $c:=b-b mod a$ atribuie variabilei co valoare care reprezintă:","N/A","cel mai mic număr natural mai mare sau egal cu $a$ şi care este divizibil cu $b$","cel mai mic număr natural mai mare sau egal cu $b$ și care este divizibil cu $a$","cel mai mic număr natural mai mare sau egal cu $b$ şi care este nedivizibil cu $a$","cel mai mare număr natural mai mic sau egal cu $b$ şi care este divizibil cu $a$","cel mai mare număr natural mai mic sau egal cu $a$ şi care este divizibil cu $b$","cel mai mare număr natural mai mic sau egal cu $a$ și care este nedivizibil cu $b$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.9.","Single","Se consideră subprogramul $f1$:
\begin{verbatim}
Limbajul C++/C
void f1(int a[50][50],int n, int m)
    {int i,j;
    for(i=1;i<=n-1;i++)
        for(j=i+1;j<=n;j++)
            if(a[i][2]>a[j][2])
                f2(a,n,m,i,j);
    }
Limbajul Pascal
procedure f1(var a:array[1..5.,1..50] of integer;n,m:integer);
var i,j:integer;
begin
    for i:=1 to n-1 do
        for j:=i+1 to n do
            if a[i][2]>a[j][2]
                f2(a,n,m,i,j)
end;
\end{verbatim}
Subprogramul $f2$ realizează interschimbarea elementelor liniilor $i$ şi $j$ ale tabloului transmis prin parametrul $a$, care are $n$ linii şi $m$ coloane. Numerotarea liniilor şi a coloanelor începe de la 1.
Pentru a ordona crescător numerele de pe a doua coloană a tabloului $a$, numărul de apeluri ale subprogramului $f2$ necesar este:","N/A","cel puţin $\frac{n(n-1)}{2}$","cel mult $\frac{m(m-1)}{2}$","exact $\frac{n(n-1)}{2}$","cel mult $\frac{n(n-1)}{2}$","cel puţin $\frac{m(m-1)}{2}$","exact $\frac{m(m-1)}{2}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.10.","Single","Generarea tuturor tablourilor bidimensionale de ordin $n$, cu elemente 6 şi 9, cu proprietatea că pe fiecare linie și pe fiecare coloană există un singur element egal cu 9 , se poate realiza utilizând metoda backtracking. Algoritmul utilizat este echivalent cu algoritmul de generare a:","N/A","aranjamentelor","combinărilor","permutărilor","produsului cartezian","submulțimilor","problemei celor $n$ dame","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.11.","Single","Se consideră următorul subprogram:
\begin{verbatim}
Limbajul C++
void f(char a, char &b)
{char x=a; a=b; b=x;}
Limbajul C
void f(char a, char *b)
{char x=a; a=*b; *b=x;}
Limbajul Pascal
procedure f(a:char; var b:char);
var x:char;
begin
    x:=a; a:=b; b:=x
end;
\end{verbatim}
Dacă, înainte de apel, $a='a'$ şi $b='b'$, după executarea secvenței de program alăturate se afişează:
\begin{verbatim}
Limbajul C++
f(a,b);
cout<<a<<' '<<b;
Limbajul C
f(a,&b);
printf(""%c %c"", a, b);
Limbajul Pascal
f(a,b);
write(a,' ', b);
\end{verbatim}","N/A","a a","b b","b a","a b","aa","bb","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.12.","Single","Numim graf complementar al unui graf neorintat $G1$ graful neorientat $G2$ cu aceeaşi mulţime a nodurilor ca şi $G1$ şi cu proprietatea că două noduri sunt adiacente în $G2$ dacă şi numai dacă nu sunt adiacente în $G1$. Dacă $G1$ are $n$ noduri şi $m$ muchii, numărul de muchii pentru $G2$ este:","N/A","minim $\frac{n(n-1)}{2}-m$","exact $\frac{n(n-1)}{2}-m$","maxim $\frac{n(n-1)}{2}-m$","minim $n-m$","exact $n-m$","maxim $n-m$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.13.","Dual","Subprogramul $f(a, b)$ returnează cel mai mare divizor prim al numărului natural $a$, divizor mai mic sau egal cu $b$ ($a \geq 3,2 \leq b \leq a$). Expresia care are valoarea 1 (C++/C)/True (Pascal), dacă şi numai dacă $a$ este un număr prim este:","N/A","$f(a, a-1)==2$","$f(a, a)==2$","$f(a, a)==a$","$f(a, a / 2)=a / 2$","$f(a, a)==1$","$f(a, a)=a / 2$","$f(a, a-1)==2$","$f(a, a)==2$","$f(a, a)==a$","$f(a, a / 2)=a / 2$","$f(a, a)==1$","$f(a, a)=a / 2$","$f(a, a-1)=2$","$f(a, a)=2$","$f(a, a)=a$","$f(a, a div 2)=a div 2$","$f(a, a)=1$","$f(a, a)=a div 2$"
"Varianta 34","34.14.","Single","Fie $G$ un graf orientat, cu $n$ noduri şi $m$ arce. Dacă $S1$ şi $S2$ reprezintă suma gradelor interioare, respectiv exterioare ale grafului $G$, afirmaţia falsă este:","N/A","$S1=S2$","$S1+S2=2 m$","dacă $G$ este graf complet, atunci $S1+S2=n(n-1)$","$S1 \leq S2$","$S1 \geq S2$","dacă $G$ este graf complet, atunci $S1+S2=m(m-1)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 34","34.15.","Single","Un arbore binar este un arbore cu rădăcină în care fiecare nod are cel mult 2 descendenți direcţi (fii). Un arbore binar complet cu $n$ noduri are un număr de niveluri egal cu:","N/A","$[\log _{2} n]-1$","$[\log _{2} n]$","$[\log _{2} n]+1$","$[\log _{2}(n-1)]$","$[\log _{2}(n+1)]$","$[\log _{2} n]-1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.1.","Dual","Variabilele $n$ şi $c$ memorează numere naturale nenule. Instrucţiunea care inserează cifra $c$ în faţa ultimei cifre a lui $n$ este:","N/A","n = (n \% 10 * 10 + c) * 10 + n / 10;","n = (n / 10 * 10 + c) * 10 + n \% 10;","n = (n / 10 + c) * 10 + n \% 10;","n = n / 10 + c + n \% 10;","n = n / 10 * 10 + c * 10 + n \% 10;","n = (n \% 10 + c) * 10 + n / 10;","n = (n \% 10 * 10 + c) * 10 + n / 10;","n = (n / 10 * 10 + c) * 10 + n \% 10;","n = (n / 10 + c) * 10 + n \% 10;","n = n / 10 + c + n \% 10;","n = n / 10 * 10 + c * 10 + n \% 10;","n = (n \% 10 + c) * 10 + n / 10;","n:=(n mod 10 * 10+c) * 10+n div 10;","n:=(n div 10 * 10+c) * 10+n mod 10;","n:=(n div 10+c) * 10+n mod 10;","n:=n div 10+c+n mod 10;","n:=n div 10 * 10+c * 10+n mod 10;","n:=(n mod 10+c) * 10+n div 10;"
"Varianta 35","35.2.","Single","Variabilele $a$ şi $b$ memorează numere naturale. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
b=2;
for(a=5; a<=10; a++)
{
    a=a+b;
    b=a+b;
}
cout<<a+b; | printf(""%d"",a+b);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
b:=2;
for a:= 5 to 10 do
begin
    a:=a+b;
    b:=a+b
end;
write(a+b);
\end{verbatim}
În urma executării secvenței de program alăturate se afişează:","N/A","18","26","28","44","48","52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
